S1,S2,S3,S4,T1,T2,T3,T4
6418,6657,6600,5919,4694,5054,5341,5148
6130,6331,6324,5600,4984,5353,5504,5359
4737,4854,4731,4366,3771,3604,3843,4158
3191,2866,2970,3305,2643,1935,2103,3162
4960,4856,4603,4092,3609,3647,3581,3707
5839,5830,5644,4827,3648,3761,3929,3671
5930,6147,6161,5434,4770,5134,5434,5129
6354,6510,6482,5785,4865,5310,5429,5311
6526,6798,6851,6126,5010,5372,5685,5414
5463,5692,5650,5170,4785,5158,5245,5177
3293,3770,4090,3812,3666,3799,4048,3966
3267,3500,3679,3552,2770,2566,2651,3220
2888,2813,2973,3261,2657,2006,1886,2829
3929,4440,4244,3804,3434,3842,3566,3826
3769,4153,3778,3777,2669,2759,2829,3144
5897,6061,6204,5429,4867,5192,5463,5120
6392,6498,6394,5645,5019,5431,5678,5412
5661,6040,6131,5425,5022,5443,5651,5441
3848,4098,4073,3797,4385,4656,4932,4727
3828,4030,4298,3985,3344,3565,3795,3723
5038,5123,5102,4753,2210,2400,2546,2693
3538,3903,4183,4150,1691,1646,1700,2004
3538,3462,3786,3255,2871,2893,3300,3179
3746,3495,3783,2956,2827,3017,3384,3065
1245,1179,3706,3282,1415,1333,2665,2716
1367,1311,3885,3486,1557,1527,3092,2938
1320,1250,3995,3518,1422,1325,3370,3267
1339,1199,4000,3490,1454,1294,3411,3259
1315,1238,4025,3540,1440,1294,3326,3215
1280,1271,3987,3578,1437,1336,3436,3326
1318,1263,3940,3574,1456,1319,3419,3292
1318,1223,4021,3545,1450,1345,3419,3293
1405,1327,3883,3490,1540,1443,3137,3126
1318,1260,3963,3545,1487,1345,3412,3308
1347,1258,3996,3625,1462,1281,3453,3320
1339,1271,4003,3599,1452,1338,3457,3349
1366,1261,3968,3551,1467,1331,3432,3323
1919,1836,4042,3565,1560,1496,3434,3270
1506,1484,4047,3551,1453,1383,3431,3324
1331,1305,3945,3562,1469,1331,3429,3346
1429,1297,4005,3554,1486,1328,3481,3378
1872,1771,4069,3553,1549,1440,3492,3349
2508,2467,4102,3528,2068,2060,3543,3378
2620,2461,4083,3553,2439,2412,3544,3375
2359,2268,4108,3753,1778,1576,3496,3460
1485,1352,3927,3608,1484,1336,3480,3391
1883,1709,3968,3602,1577,1411,3412,3379
2468,2414,4090,3551,2081,2029,3548,3385
2688,2631,4152,3539,2537,2503,3652,3451
2607,2502,4124,3534,2490,2556,3613,3500
2591,2483,4115,3490,2487,2467,3633,3402
2432,2265,3971,3468,2059,1970,3563,3299
2676,2635,4074,3607,2468,2564,3611,3431
2592,2488,4071,3594,2560,2555,3692,3475
2643,2530,4159,3581,2502,2530,3631,3484
2594,2541,4124,3517,2475,2500,3621,3404
2607,2544,4152,3556,2518,2526,3633,3396
2653,2540,4117,3529,2478,2547,3641,3433
2598,2482,4138,3570,2501,2542,3679,3450
2684,2578,4110,3591,2496,2573,3658,3456
2663,2576,4200,3555,2554,2605,3664,3457
2485,2343,3755,3313,2571,2519,3601,3519
2703,2562,4058,3566,2522,2549,3651,3486
2634,2523,4104,3563,2534,2577,3695,3463
2657,2545,4169,3563,2527,2628,3691,3501
2666,2602,4070,3506,2550,2607,3654,3493
2564,2393,3820,3317,2556,2550,3603,3440
2659,2596,4119,3640,2498,2539,3600,3499
2722,2612,4176,3572,2528,2536,3664,3528
2687,2592,3623,3260,2591,2612,3582,3375
2646,2470,3804,3219,2478,2509,3697,3366
3098,2987,4115,3620,2481,2687,3623,3515
2151,2240,2353,2391,1971,1952,2127,2284
2203,2173,2439,2408,1851,1825,2117,2228
2136,2220,2442,2455,1793,1823,2126,2337
2129,2307,2683,2807,1655,1744,1946,2401
2067,2229,2434,2500,1966,1940,2154,2297
2122,2322,2519,2549,1912,1975,2169,2297
2209,2322,2525,2541,1891,1962,2204,2403
2212,2253,2516,2564,2017,1982,2234,2599
2007,2258,2473,2693,1992,2063,2224,2419
1981,2291,2488,2741,1953,2042,2233,2391
2076,2269,2591,2703,1972,1993,2295,2531
2131,2211,2474,2512,2136,2115,2433,2549
2163,2282,2401,2452,2054,2014,2174,2470
2149,2303,2555,2650,2046,2066,2290,2447
2003,2232,2420,2625,2052,2183,2358,2695
2034,2170,2430,2689,1932,1984,2260,2426
2052,2347,2538,2893,1738,1900,2087,2503
1977,2401,2660,2911,1750,1948,2153,2664
2182,2360,2638,2756,1955,2079,2364,2513
2224,2270,2562,2542,2070,2035,2286,2437
2223,2253,2521,2486,2115,2098,2363,2560
2112,2309,2675,2683,1879,1964,2375,2690
1954,2121,2332,2518,1882,1910,2152,2344
1928,2124,2393,2537,2037,2046,2316,2514
1934,2208,2343,2570,1926,2109,2230,2604
2048,2158,2384,2710,1756,1790,1995,2340
1934,2184,2465,2921,1689,1769,1984,2494
2305,2481,2842,3113,1756,1938,2258,2597
1827,2004,2282,2455,1898,1939,2196,2328
2014,2118,2296,2287,2005,1974,2209,2366
2094,2197,2411,2377,1958,1977,2266,2456
1873,1896,2131,2379,1787,1826,2034,2327
1960,2076,2345,2462,1814,1850,2144,2429
2000,2184,2425,2634,1809,1930,2121,2460
1945,2108,2453,2747,1623,1700,1940,2363
2024,2299,2385,2848,1627,1739,2031,2348
2256,1771,1988,2829,1733,1845,2078,2473
1959,1956,2257,2478,1856,1866,2037,2243
1889,2090,2355,2396,1875,1950,2106,2274
2037,2158,2395,2413,1916,1979,2164,2247
2639,2504,2774,2656,2167,2236,2491,2652
2493,2612,2714,2705,2243,2313,2574,2825
1942,2028,2094,2620,1765,1833,2018,2425
1892,2166,2193,2747,1687,1783,1959,2394
1883,2134,2378,2695,1660,1703,1940,2439
2458,2638,2730,2826,2228,2294,2456,2682
2405,2519,2682,2758,2243,2371,2545,2763
2484,2521,2807,2752,2129,2176,2432,2747
2635,2660,2881,2928,2427,2278,2347,2986
2322,2307,2609,2580,1909,1965,2165,2276
2386,2469,2582,2632,2042,2047,2253,2546
2337,2257,2502,2734,2286,1852,1973,2698
1407,1388,1587,2093,1642,1612,1726,2168
1666,1714,1973,2520,1619,1624,1818,2298
2007,1632,1620,2499,1655,1605,1822,2298
2278,2462,2666,2825,2129,2156,2448,2661
2277,2404,2682,2708,2229,2278,2530,2697
2469,2636,2775,2771,2250,2277,2519,2681
2546,2649,2798,2799,2468,2491,2677,2895
2992,2650,2801,3007,2037,2031,2188,2441
2520,2546,2624,2649,1973,1927,2224,2332
2195,2276,2488,2441,1826,1913,2046,2341
2412,2468,2666,2937,2027,1888,2036,2518
2188,2399,2664,2811,1951,1997,2247,2462
2028,2300,2480,2640,1932,2050,2248,2607
2158,2233,2492,2590,1956,2069,2286,2534
2383,2545,2658,2698,2179,2253,2470,2649
2374,2495,2670,2607,2252,2268,2488,2653
3658,2960,2870,3301,2598,2402,2553,2860
2855,2712,2689,3006,2102,2079,2320,2482
2277,2386,2588,2626,1944,2006,2246,2408
2159,2247,2476,2686,1899,2031,2210,2455
2109,2245,2471,2647,1816,1889,2131,2452
2074,2239,2370,2527,1785,1823,2029,2316
2232,2226,2469,2577,1878,1888,2078,2354
2382,2462,2727,2678,2033,2108,2268,2494
2295,2434,2534,2582,2045,2107,2280,2416
2235,2281,2487,2518,2051,2094,2327,2443
3733,2921,2817,3317,2961,2569,2642,3093
3689,2910,2822,3290,2599,2401,2531,2895
3075,2707,2753,3059,2193,2260,2431,2647
2313,2344,2487,2583,2197,2213,2418,2575
2328,2337,2660,2643,2149,2184,2433,2665
2238,2346,2504,2578,2281,2070,2235,2848
2606,2419,2525,2785,2617,2098,2190,3030
3429,2791,2778,3172,2622,2315,2505,2990
3741,2986,2910,3326,2456,2299,2466,2822
2051,2166,2387,2547,1757,1782,2005,2273
2182,2275,2426,2577,1745,1830,2008,2286
2196,2299,2456,2599,1843,1860,2059,2277
2246,2384,2543,2615,1948,1950,2089,2355
2230,2401,2606,2615,1962,2037,2178,2415
2093,2300,2510,2632,1952,2034,2218,2459
2254,2337,2646,2617,1953,2013,2269,2443
2323,2421,2556,2487,1976,2076,2274,2470
2198,2207,2404,2367,2104,2171,2358,2560
2905,2575,2639,3006,2368,2306,2527,2840
2381,2497,2637,2761,2098,2157,2311,2521
2036,2227,2319,2380,2048,2072,2297,2411
2063,2209,2328,2373,2195,2222,2362,2639
2525,2458,2698,2825,2553,2383,2511,2902
3275,2724,2717,3075,2769,2418,2594,2936
1645,1670,1971,2470,1706,1694,1863,2345
2063,2167,2302,2645,1720,1679,1908,2293
2119,2196,2391,2541,1671,1703,1917,2267
2159,2324,2385,2530,1881,1915,2089,2288
2131,2262,2401,2538,1931,1982,2124,2356
2164,2297,2459,2456,1921,1966,2089,2357
2192,2295,2477,2528,1957,1949,2189,2416
2186,2349,2519,2612,1923,1993,2278,2457
2028,2308,2446,2525,2025,2110,2283,2535
2173,2250,2461,2492,2061,2103,2236,2424
1935,2107,2243,2295,1976,2029,2162,2300
1884,2048,2170,2244,1861,1906,1995,2273
2189,2290,2525,2621,2035,2069,2260,2506
3333,2749,2706,3254,2371,2233,2466,2789
2885,2542,2582,2883,2123,2071,2250,2469
2270,2161,2353,2413,1919,1893,2102,2237
2045,2146,2262,2260,1981,2014,2232,2323
2124,2189,2432,2422,2026,2122,2325,2609
2436,2332,2471,2558,2448,2282,2500,2637
1926,1803,2089,2440,1303,1236,1384,2104
1970,2022,2254,2508,1638,1602,1796,2169
2209,2297,2433,2621,1811,1830,1975,2252
2151,2274,2364,2519,1973,2014,2175,2394
2153,2179,2417,2536,1875,1921,2043,2328
2282,2392,2525,2677,1885,1891,1985,2285
1961,2150,2278,2514,1887,1923,2086,2344
1913,2042,2331,2517,1848,1871,2117,2339
2113,2310,2472,2508,1970,2049,2216,2383
2248,2319,2608,2576,2041,2026,2280,2407
2271,2478,2551,2592,1919,1966,2187,2301
2070,2147,2403,2375,1957,1910,2209,2363
2397,2467,2695,2623,2287,2401,2660,2773
3584,2870,2860,3342,2418,2209,2416,2847
3717,2913,2801,3345,2581,2326,2439,2787
2953,2619,2587,2992,2035,2035,2124,2396
2182,2269,2363,2583,1943,1931,2121,2214
2106,2120,2324,2337,1963,1945,2228,2322
2215,2232,2444,2408,2159,2098,2353,2512
3181,2782,2840,3226,1388,1269,1392,1963
1864,2016,2139,2462,1592,1461,1649,1979
1858,1871,2133,2393,1874,1790,1963,2208
2173,2237,2424,2614,1864,1914,2112,2369
2206,2309,2454,2598,1853,1880,2040,2366
2198,2231,2484,2566,1953,1937,2063,2341
1922,2061,2269,2489,1833,1866,1984,2269
2004,2104,2444,2540,1797,1822,2017,2414
2267,2221,2244,2416,2079,2121,2259,2403
2702,2442,2592,2899,2155,2220,2368,2636
2979,3278,3215,3315,2232,2441,2594,2774
2560,2757,3095,3136,2042,2121,2391,2579
2438,2644,2820,2860,2234,2354,2552,2645
2625,2748,2951,2961,2325,2445,2675,2887
2562,2687,2951,2983,2249,2312,2590,2946
2543,2698,2725,2940,2465,2107,2215,3051
3596,2872,2801,3388,2782,2384,2554,2975
3572,2841,2820,3367,2486,2187,2402,2712
3214,2709,2721,3094,2016,1982,2215,2391
2397,2320,2449,2635,1949,2003,2233,2274
2057,2119,2311,2321,2035,2064,2319,2449
2018,2098,2320,2376,2064,2025,2291,2662
2303,2152,2204,2698,2504,1783,1844,2810
3013,3178,3598,3613,2439,2574,2858,3120
2830,2998,3270,3303,2238,2399,2658,2764
2575,2797,2945,2958,2157,2225,2487,2675
2460,2581,2795,2756,2233,2355,2541,2763
2446,2579,2768,2747,2293,2420,2621,2943
3585,2899,2787,3426,2511,2248,2452,2931
3483,2863,2827,3431,2588,2292,2455,2906
3544,2849,2818,3363,2560,2296,2433,2811
3153,2590,2625,3028,2244,2089,2310,2553
2321,2186,2334,2476,1962,2030,2227,2301
2086,2184,2353,2324,1894,1985,2337,2471
2156,2273,2415,2523,2020,2003,2248,2584
2812,2358,2491,3315,2546,2501,2699,3178
2731,2814,3087,3310,2529,2553,2770,3043
2506,2687,2912,2945,2205,2283,2509,2759
2259,2332,2573,2598,2133,2151,2437,2513
2360,2460,2647,2580,2281,2347,2619,2726
3575,2830,2868,3426,2624,2312,2483,3000
3602,2880,2792,3434,2539,2291,2471,2939
3443,2806,2788,3334,2552,2307,2504,2927
3405,2828,2791,3310,2461,2266,2390,2757
2977,2611,2601,2947,2154,2059,2264,2481
2301,2281,2463,2534,2007,1936,2359,2495
2211,2270,2436,2408,2074,2094,2313,2455
2518,2591,2866,3002,2481,2650,2917,3248
2354,2472,2720,2732,2203,2230,2538,2604
2450,2444,2755,2755,2168,2235,2478,2639
3275,2862,2894,3145,2399,2206,2420,2740
2558,2518,2736,2734,2151,2154,2399,2562
2235,2289,2406,2340,2141,2166,2334,2416
3121,2457,2379,3427,2560,2771,2764,3556
2800,2835,2901,3255,2376,2506,2722,2959
2477,2684,2886,3036,2273,2449,2574,2863
2264,2396,2560,2681,2052,2170,2324,2532
2179,2342,2379,2445,2070,2150,2274,2446
2303,2511,2615,2984,1896,2053,2185,2644
3196,3330,3638,3611,2361,2491,2774,3095
2784,2706,2896,2914,2387,2356,2566,2797
2256,2367,2532,2540,2153,2179,2377,2572
2085,2088,2374,2373,2043,2024,2205,2299
1976,2151,2303,2333,2024,2052,2207,2295
2183,2231,2395,2357,2045,2054,2344,2350
2142,2305,2439,2409,1910,1919,2016,2329
2443,2513,2643,2862,2049,2075,2308,2549
2367,2472,2627,2628,2017,2158,2311,2423
2240,2411,2651,2653,2011,2117,2261,2555
2175,2424,2523,2754,1882,1964,2136,2463
2158,2256,2468,2924,1812,1853,2032,2578
2759,2995,3077,3248,2261,2385,2557,2924
3184,3389,3672,3742,2679,2845,3132,3413
2265,2540,2674,2740,1988,2070,2303,2477
2094,2216,2496,2443,2057,2063,2304,2384
2174,2201,2379,2364,2150,2223,2311,2426
2332,2321,2464,2889,1925,1981,2136,2572
2470,2627,2825,2894,2089,2138,2330,2528
2588,2761,2956,2919,2094,2091,2371,2563
2476,2563,2823,2801,2030,2136,2358,2540
2530,2612,2815,2790,2020,2146,2394,2695
2646,2796,2964,3096,2495,2594,2862,3083
2683,3004,3185,3895,2518,2684,3041,3245
2463,2779,2955,2964,2204,2339,2611,2748
2106,2321,2612,2603,1968,2025,2258,2402
2115,2252,2491,2472,2160,2195,2338,2438
2998,3237,3384,3424,2223,2417,2627,2855
2520,2699,2924,2980,2131,2226,2433,2655
2346,2534,2690,2689,2112,2294,2366,2592
2378,2491,2732,2831,2207,2333,2575,2849
2617,2852,3035,3649,2168,2437,2598,3244
1907,2027,2371,2365,2160,2253,2556,2670
1964,2146,2421,2497,1906,2058,2285,2431
2010,2188,2536,2523,1973,2046,2329,2435
2006,2158,2362,2321,2099,2199,2392,2491
2213,2231,2454,2405,2212,2254,2478,2594
2381,2472,2583,2572,2185,2266,2409,2628
2787,2943,3227,3266,2477,2718,2942,3231
2564,2593,2913,3051,2234,2329,2594,2788
2412,2569,2688,3130,1997,2110,2300,2516
2099,2398,2610,2754,2039,2120,2331,2579
2364,2657,2691,2936,2227,2280,2461,2996
1067,1173,1564,1642,1575,1662,1971,2178
1482,1619,1881,2018,1791,1893,2141,2360
1811,1876,2228,2280,1961,2059,2407,2587
1719,1879,2035,2062,1984,2087,2340,2484
1863,1989,2235,2195,2066,2097,2315,2380
2075,2190,2452,2398,2311,2336,2473,2545
2000,2119,2314,3910,2014,2223,2349,3032
2104,2184,2344,3322,1975,2076,2303,2621
2381,2486,2615,2842,2072,2192,2418,2666
1623,1718,1985,2013,1931,1916,2208,2352
1929,1993,2194,2209,1802,1844,2020,2167
1832,1859,2220,2212,2014,2022,2269,2299
2012,2080,2264,2223,2079,2146,2300,2413
2100,2137,2273,2271,2122,2125,2344,2445
2239,2553,2540,3499,2320,2406,2634,3381
1200,1557,1580,3510,1980,2105,2030,3761
828,1265,1174,3854,1649,1857,1752,3632
1073,1507,1363,4032,1678,1839,1860,2865
1925,2177,2181,3456,1962,2029,2202,2587
2247,2326,2551,2731,2020,2113,2352,2588
1579,1563,1974,2049,1818,1810,2070,2210
1811,1948,2103,2153,1635,1660,1896,2009
1761,1797,2110,2098,1820,1797,2079,2123
2333,2484,2549,2587,2081,2122,2314,2438
2136,2186,2534,2487,2089,2148,2308,2471
1342,1734,1860,3166,1703,1915,1891,3658
957,1306,1298,3289,1101,1387,1218,3891
884,1089,1066,3738,1203,1319,1259,3518
894,1115,1058,4163,1291,1422,1561,3118
1245,1481,1513,4209,1654,1823,1920,2953
2087,2491,2423,3601,1894,2056,2210,2618
2693,2964,3084,3035,2354,2415,2743,2792
2207,2482,2801,2804,2068,2239,2433,2653
1619,1794,2061,3458,1419,1576,1588,3547
1379,1736,1691,3650,1274,1480,1260,3782
1006,1493,1306,3871,1141,1291,1093,3604
1053,1519,1421,4014,1295,1447,1319,3200
774,1251,970,4324,1324,1455,1374,3201
1148,1541,1393,4130,1632,1731,1851,2991
2290,2654,2891,2955,2371,2529,2855,2948
2466,2627,3020,3001,2043,2284,2565,2788
2443,2599,2872,2815,2141,2265,2484,2620
2198,2420,2589,2561,2165,2316,2411,2529
2195,2282,2495,2382,2168,2156,2379,2466
3212,3201,3547,3595,2288,2202,2586,2976
2828,3011,3175,3675,2447,2557,2792,3192
2669,2810,3063,3982,2142,2330,2459,3349
2682,3180,2859,4135,1791,1961,1994,3408
3298,3272,3639,4206,1612,1887,1868,3449
1838,2019,1945,4515,1291,1494,1477,3456
956,1346,1185,3868,1149,1301,1291,3326
1623,1817,2284,2416,1973,2075,2471,2645
2301,2592,2843,2877,2194,2363,2630,2814
2430,2808,3100,3098,2209,2389,2656,2746
2310,2649,2845,2863,2155,2261,2484,2542
2192,2323,2532,2472,2126,2146,2349,2453
2093,2187,2341,2281,2099,2238,2362,2534
2087,2130,2247,2212,2104,2089,2330,2485
1871,1929,2108,1988,2145,2152,2306,2513
2002,1596,1678,1996,2068,1890,1962,2178
2859,2894,3157,3512,2448,2430,2667,3111
2712,3056,3014,3718,2141,2320,2478,3198
1847,2086,2425,3697,2023,2189,2338,3282
2419,2805,2426,4061,2230,2387,2598,3315
3386,3136,3294,4053,2319,2342,2386,3277
2753,3026,3075,3965,1699,1881,1952,3300
2280,2505,2939,2918,2192,2326,2631,2751
2601,2808,3054,3086,2325,2463,2736,2837
2617,2764,2900,2956,2182,2349,2541,2724
2021,2207,2298,2328,2115,2144,2329,2449
2030,2023,2183,2136,2152,2108,2297,2326
2017,2106,2234,2152,1916,1950,2130,2217
2008,1924,2092,2328,2111,1804,1954,2245
3167,3346,3531,3900,2267,2367,2626,3161
3239,3677,3578,4179,2031,2300,2448,3099
1962,2215,2529,3670,1963,2184,2450,2967
1872,2221,2077,3266,2067,2304,2393,2993
2267,1886,2038,2921,2334,2103,2258,2946
1518,1662,2110,2364,2183,2210,2443,2722
2666,2719,2962,3016,2573,2832,3029,3276
2599,2703,2937,2860,2390,2553,2831,3038
1908,2005,2144,2061,2079,2061,2276,2347
1878,1988,2146,2128,1975,2015,2200,2221
2215,2341,2468,2447,2049,2072,2251,2355
2255,2276,2584,2502,2209,2141,2407,2574
2252,2270,2317,2486,2502,2204,2277,2910
3861,3197,3512,4012,2805,2458,2512,3418
3739,3912,3972,4044,2716,2729,2960,3253
3534,3661,3800,4105,2675,2918,2972,3504
3199,3363,3592,4268,2371,2590,2835,3208
2307,2500,2432,3605,1871,2153,2411,2799
2069,2180,2402,2380,1931,1957,2139,2304
2163,2386,2512,2500,1832,2014,2190,2322
2143,2271,2522,2483,2136,2224,2476,2526
2279,2356,2568,2539,2195,2285,2550,2583
2425,2514,2612,2583,2185,2292,2482,2673
3863,3830,4165,4220,2782,2632,2757,3469
3441,3615,3695,3780,2671,2812,3103,3351
3129,2939,3070,3487,2705,2783,2996,3464
2691,2560,2769,3602,2537,2694,2949,3271
2827,2742,2534,3605,1848,2107,2093,2771
2207,2462,2579,2603,2014,2193,2417,2596
2165,2465,2614,2697,2127,2219,2511,2653
1904,1996,2287,2264,2096,2351,2549,2659
2013,2118,2302,2272,2176,2287,2523,2600
2243,2323,2447,2389,2168,2268,2416,2584
3580,3820,3936,4180,2766,2921,3130,3479
2730,3025,3098,3571,2424,2493,2706,3225
2763,2564,2604,3058,2373,2333,2437,2953
2884,2668,2905,3588,2468,2327,2667,2976
4469,4015,3834,4180,2003,2314,2354,3083
1710,1862,2017,2029,2145,2375,2627,2745
2010,2098,2359,2313,2171,2300,2583,2677
2117,2336,2424,2411,2132,2267,2497,2593
3475,3654,3974,4120,2850,2904,3251,3555
2876,2795,2933,3389,2351,2373,2650,3177
1831,1920,1992,2095,2181,2361,2618,2790
2053,2151,2449,2480,2213,2354,2654,2807
1915,2143,2211,2289,2057,2153,2367,2518
1990,2128,2459,2412,2095,2128,2363,2509
2091,2254,2415,2517,2184,2324,2461,2609
3055,3372,3489,3968,2750,2973,3128,3634
2112,2393,2535,3119,2329,2562,2626,3248
1991,1996,2551,2604,1897,1924,2132,2255
1838,1925,2476,2522,1966,2001,2206,2233
3303,3707,3847,4016,2634,2846,3079,3565
3145,3543,3769,4048,2811,2949,3251,3618
2944,3214,3554,3740,2712,2922,3146,3612
2575,2483,2730,2936,2069,1908,2336,2732
1537,1682,2223,2374,1799,1834,1933,2150
1746,1881,2359,2418,1857,1811,2010,2084
2047,2156,2471,2495,2056,2118,2366,2387
2308,2524,2740,2637,2211,2289,2494,2576
2506,2663,2783,2786,2140,2241,2397,2505
2939,3365,3536,3587,2466,2726,3100,3391
2891,3162,3470,3595,2588,2844,3179,3471
3118,3486,3721,3781,2588,2744,2840,3480
3131,2933,3116,3581,2501,1700,1728,3113
1980,2082,2259,2151,1674,1652,1897,1918
2057,2249,2397,2334,1760,1926,1969,2154
2204,2310,2518,2609,2302,2127,2273,2593
2895,2524,2499,2844,2427,2187,2214,2735
3234,2477,2231,2959,2153,1859,1928,2527
1839,1971,2082,1979,1735,1732,1860,1839
1926,1949,1995,1895,1697,1664,1739,1806
1819,1837,1891,1867,1726,1698,1790,1854
1646,1667,1988,1970,1640,1698,1808,1915
2365,2519,2850,2783,2253,2415,2673,2771
2457,2738,2922,2897,2298,2478,2699,2769
2415,2535,2779,2627,2236,2303,2480,2545
2744,3060,3460,3467,2497,2643,3028,3186
2542,2654,2963,3129,2418,2736,2968,3370
2941,3045,3249,3552,2503,2542,2897,3333
3209,3164,3599,3890,2458,1930,2017,3375
2217,2205,2430,2191,1851,1927,2197,2215
2141,2316,2443,2334,1811,1991,2169,2259
2039,2149,2488,2418,1851,1995,2194,2339
2199,2269,2520,2527,2169,2036,2262,2486
2647,2515,2376,2803,2033,1933,1945,2498
1764,1795,2077,1960,1723,1676,1930,1932
1709,1726,1937,1805,1654,1628,1766,1750
2029,1902,2055,1881,1666,1611,1734,1696
1915,1833,1892,1797,1764,1633,1835,1906
2061,2088,2368,2391,2345,2335,2549,2699
2498,2838,3016,2936,2570,2774,3017,3184
2439,2632,2995,2852,2279,2544,2792,2975
2171,2429,2503,2360,2088,2197,2487,2504
2099,2203,2377,2314,2078,2192,2315,2388
2539,2592,2853,2742,2163,2294,2477,2569
2707,2925,3069,2930,2301,2544,2767,2907
2547,2854,3221,3131,2340,2478,2807,3037
2769,3038,3268,3219,2394,2557,2824,3041
1985,2116,2225,2055,1900,2040,2216,2215
1956,2138,2324,2195,1972,2139,2304,2332
2067,2292,2418,2380,1808,1999,2175,2258
2178,2307,2693,2557,1942,1959,2243,2307
2634,2698,2844,2795,2091,2157,2255,2540
2072,2149,2402,2245,1759,1787,1993,2007
1732,1845,2009,1994,1624,1684,1775,1873
1812,1929,2159,2103,1823,1792,1967,2013
1911,2115,2219,2170,1736,1801,1972,1971
1810,1871,2070,1900,1975,1995,2253,2304
2054,2237,2414,2352,2336,2451,2810,2922
1972,2225,2377,2396,2111,2365,2584,2854
1869,1934,2184,2144,1880,1938,2245,2266
1934,2042,2281,2235,1895,2017,2190,2223
2425,2550,2807,2679,2081,2180,2381,2437
2446,2715,2792,2649,2225,2314,2592,2702
2239,2590,2751,2709,2203,2171,2384,2814
2635,2897,3254,3246,2228,2255,2365,2818
1741,1802,2060,1987,1888,1929,2127,2100
1955,1967,2195,2034,2039,2090,2312,2309
2249,2315,2489,2285,1951,2158,2287,2299
2438,2516,2808,2573,1844,2037,2209,2324
2329,2557,2741,2651,2044,2090,2355,2398
1974,2089,2393,2457,2035,2033,2138,2534
2560,2290,2313,2658,2452,2139,2116,2715
2193,2276,2831,2627,1975,1898,2238,2230
2150,2136,2398,2253,1847,1860,2086,2084
2058,2162,2480,2359,2428,2337,2652,2730
2594,2794,2977,2886,2253,2453,2557,2839
1897,2055,2231,2215,1802,1806,1998,2131
1751,1681,1882,1667,1863,1838,2144,2117
1770,1779,1912,1830,1821,1913,2110,2247
1787,1853,2113,2098,1794,1791,2018,2094
2148,2364,2561,2454,1852,1940,2123,2153
2295,2416,2651,2573,2014,2160,2349,2511
2129,2310,2527,2488,2198,2234,2528,2569
2204,2399,2725,2605,2241,2315,2516,2716
2482,2724,2974,2933,2219,2398,2595,2893
1603,1728,2003,1984,1704,1759,2012,2047
1841,2029,2135,2061,1968,2058,2251,2219
2047,2170,2307,2197,2016,2121,2269,2230
2195,2322,2470,2244,1994,2097,2278,2362
2254,2330,2493,2396,2060,2146,2430,2502
2181,2263,2558,2513,1946,2191,2365,2562
2057,2181,2501,2552,2137,1972,2239,2533
2023,2197,2502,2417,2049,2117,2435,2495
1934,1990,2116,2180,1724,1734,1864,1872
1803,1798,1845,1853,1668,1647,1760,1817
1852,1833,1996,1942,1742,1781,1896,2056
2155,2350,2529,2615,1985,2006,2229,2348
1965,2122,2394,2317,2015,2248,2347,2523
2219,2513,2734,2647,2114,2276,2487,2624
1382,1434,1674,1766,1543,1563,1772,1876
1666,1808,2034,2036,1745,1780,2080,2091
1878,2023,2315,2196,1839,2042,2183,2193
2096,2159,2248,2109,1949,2057,2229,2228
2126,2183,2363,2188,2070,2206,2410,2445
2173,2375,2503,2368,2138,2274,2475,2544
1860,1974,2204,2134,1812,1941,2167,2284
2276,2385,2636,2549,1850,1927,2115,2179
2003,2144,2296,2254,1728,1680,1802,1859
1937,2051,2219,2238,1743,1815,1865,2045
2171,2391,2661,2780,1949,1965,2298,2412
2018,2268,2603,2687,1944,2140,2311,2516
2272,2850,2854,3018,2152,2405,2656,2782
1220,1393,1605,1894,1421,1492,1551,1887
1784,1815,2156,2196,1680,1766,2072,2164
1973,2150,2367,2398,1906,2049,2243,2360
1995,2151,2367,2300,1972,2033,2248,2293
1981,2138,2406,2313,1867,2032,2287,2330
1810,1999,2186,2081,2069,2114,2386,2418
1896,2071,2193,2158,1900,2104,2072,2365
1926,1969,2296,2328,1883,1839,2212,2305
2000,2077,2214,2271,2044,2067,2248,2524
2247,2428,2646,2556,1982,2094,2267,2350
2254,2446,2630,2601,1869,1991,2103,2278
2388,2548,2725,2668,1793,1898,2110,2134
2348,2557,2883,2863,1883,2004,2152,2366
1831,1956,2213,2155,2096,2095,2415,2353
2011,2088,2250,2148,2116,2182,2373,2389
1960,2146,2349,2230,1970,2027,2360,2439
2134,2315,2474,2386,1931,2031,2277,2377
2190,2212,2461,2406,1941,1988,2259,2291
2246,2450,2628,2549,1966,2051,2282,2314
2336,2567,2824,2718,2042,2142,2363,2475
2401,2598,2901,2898,2011,2101,2365,2571
1791,1915,2152,2104,2038,2118,2325,2339
1743,1871,2248,2161,1876,2005,2101,2147
1760,1841,2253,2107,2048,2054,2250,2348
2087,2157,2297,2139,2039,2080,2336,2379
2090,2189,2272,2164,1952,2041,2211,2299
1956,2109,2261,2203,1907,2008,2167,2220
2035,1975,2163,2315,1772,1625,1819,1909
2145,2123,2349,2392,1949,1856,2131,2231
2218,2354,2597,2519,1970,2068,2295,2402
2283,2437,2677,2554,2055,2194,2449,2486
